pitch_mean,pitch_std,rms_mean,zcr_mean,spectral_centroid_mean,spectral_rolloff_mean,chroma_mean,mfcc_1_mean,mfcc_1_std,delta_mfcc_1_mean,delta_mfcc_1_std,delta2_mfcc_1_mean,delta2_mfcc_1_std,mfcc_2_mean,mfcc_2_std,delta_mfcc_2_mean,delta_mfcc_2_std,delta2_mfcc_2_mean,delta2_mfcc_2_std,mfcc_3_mean,mfcc_3_std,delta_mfcc_3_mean,delta_mfcc_3_std,delta2_mfcc_3_mean,delta2_mfcc_3_std,mfcc_4_mean,mfcc_4_std,delta_mfcc_4_mean,delta_mfcc_4_std,delta2_mfcc_4_mean,delta2_mfcc_4_std,mfcc_5_mean,mfcc_5_std,delta_mfcc_5_mean,delta_mfcc_5_std,delta2_mfcc_5_mean,delta2_mfcc_5_std,mfcc_6_mean,mfcc_6_std,delta_mfcc_6_mean,delta_mfcc_6_std,delta2_mfcc_6_mean,delta2_mfcc_6_std,mfcc_7_mean,mfcc_7_std,delta_mfcc_7_mean,delta_mfcc_7_std,delta2_mfcc_7_mean,delta2_mfcc_7_std,mfcc_8_mean,mfcc_8_std,delta_mfcc_8_mean,delta_mfcc_8_std,delta2_mfcc_8_mean,delta2_mfcc_8_std,mfcc_9_mean,mfcc_9_std,delta_mfcc_9_mean,delta_mfcc_9_std,delta2_mfcc_9_mean,delta2_mfcc_9_std,mfcc_10_mean,mfcc_10_std,delta_mfcc_10_mean,delta_mfcc_10_std,delta2_mfcc_10_mean,delta2_mfcc_10_std,mfcc_11_mean,mfcc_11_std,delta_mfcc_11_mean,delta_mfcc_11_std,delta2_mfcc_11_mean,delta2_mfcc_11_std,mfcc_12_mean,mfcc_12_std,delta_mfcc_12_mean,delta_mfcc_12_std,delta2_mfcc_12_mean,delta2_mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_13_mean,delta_mfcc_13_std,delta2_mfcc_13_mean,delta2_mfcc_13_std,emotion
345.8498022522118,360.38541511293465,0.002122045,0.35636763139204547,2847.2685391065183,4806.758996212121,0.35707268,-678.9322,198.25122,-0.33829868,18.745312,0.03774588,7.74388,58.93557,69.99304,-0.2568477,12.269965,0.12583467,6.228429,10.898058,26.72232,-0.009262973,5.3357263,-0.008148757,2.9115179,9.289326,18.34302,-0.07293143,3.4999409,0.052750837,2.2278533,10.638494,17.277184,-0.022882007,3.7571177,0.05954603,1.9339671,0.122434214,11.843044,0.00052240805,2.4706905,0.058727846,1.6439832,-4.162336,21.308159,0.072172284,3.5925694,0.001407421,2.0378623,-7.5181046,11.804771,0.05040789,2.3572364,-0.013832027,1.3861359,-5.3752813,16.520039,0.10351194,2.2536647,0.018334167,1.0867765,2.7835703,11.430787,0.014671239,2.335774,0.018609747,1.0355399,3.2895384,8.799411,0.018443542,1.5350289,0.02592504,0.9084762,0.13512057,7.801926,-0.0003110929,1.6239697,-0.009008213,1.237957,-2.353848,12.264668,-0.024973089,2.1338973,-0.033568807,1.2012371,calm
518.7564924645221,412.86964869671056,0.0021521717,0.3511866009424603,2900.4681753519067,4952.876984126984,0.3581953,-664.82983,190.1777,0.040642925,16.922626,-0.008927473,8.579383,55.555286,66.254555,-0.0011560794,11.440125,0.031012261,6.2264624,1.4390098,29.622274,0.055603806,6.6123796,-0.012808279,3.8510113,15.629317,18.144333,-0.0012679677,3.4910514,0.028432377,2.302523,6.9480476,16.476858,0.04990529,3.6267064,-0.014654102,2.1382942,0.48098496,10.190113,-0.0018813667,2.0693378,0.023153327,1.3575101,-6.5374527,19.733238,0.040957082,3.0264528,-0.01646766,1.793959,-10.03841,13.082379,-0.0031646644,2.2616484,0.01697542,1.589087,-4.174741,14.914275,0.029657222,1.9756199,-0.01844336,1.2119508,5.022424,11.021791,-0.005189894,2.378951,0.009678184,1.3351258,1.2880014,10.251556,0.017531564,2.0502899,-0.019425165,1.0682937,-0.2864984,7.3680367,-0.0073885117,1.6004285,0.0038253493,0.93947977,-4.2677393,11.645423,0.006152529,1.7212058,-0.018733907,1.0391011,calm
198.55301162270428,35.3500084323873,0.004358913,0.4031276877866973,2909.6092849886168,5187.213302752293,0.393739,-628.97656,202.7506,0.003706439,17.21246,0.0033230963,7.3887424,56.131042,61.057808,0.004789682,6.819309,0.023504874,4.183742,-2.977844,23.983751,0.0051381607,4.017314,0.00461957,2.780937,15.077594,25.041471,0.0045720735,4.923996,0.0231427,2.6065085,-0.4978477,18.740213,0.0048453826,3.9611735,0.0043934383,2.5600743,-4.053421,13.836413,0.0041757454,2.5962234,0.022450123,1.8427386,-6.4842734,15.70118,0.0044174893,2.887636,0.0040547196,1.6186854,-11.231958,15.924946,0.003668895,2.018137,0.021482369,1.0775417,-4.861785,14.13497,0.003928289,2.205157,0.0036480888,1.126373,0.48784393,10.063067,0.003131905,2.3120084,0.020304553,1.4422598,-7.114036,14.365776,0.0034536566,1.926349,0.0032157083,1.0337102,2.9353719,8.915246,0.0026389128,1.8333746,0.018977404,1.1017687,-6.3705144,13.647114,0.0030547788,1.6512867,0.0027854196,0.95582247,happy
176.8832955812214,59.402213576099804,0.005069583,0.3484357081422018,2773.6949355651627,5027.952981651376,0.3844229,-609.5905,193.97388,-0.0022091058,18.190395,0.0031475,7.985173,54.26391,58.210342,-0.010361801,6.9099803,0.0059476425,3.5428455,-4.157134,27.311203,-0.0030663277,4.762372,0.0044293613,3.3611715,17.735247,23.84172,-0.010226669,4.5683174,0.005878066,2.5950449,1.6887889,19.01706,-0.0028951687,3.914043,0.0043661394,2.2429886,-4.8498125,17.68173,-0.009959453,3.2586107,0.005740084,2.0572162,-5.712156,14.79178,-0.002614893,2.6523552,0.004262213,1.2822111,-12.209704,18.981527,-0.0095661,1.9342443,0.00553597,1.3449265,-5.6332984,15.267749,-0.0022325623,2.445276,0.0041194605,1.1989293,2.7173185,8.571259,-0.009055354,1.9312758,0.005268997,1.1803457,-7.2914667,15.222636,-0.0017581937,2.1180415,0.0039406572,1.0968238,5.555299,10.486188,-0.008438472,2.0447042,0.004943552,1.3674598,-6.8099203,15.165608,-0.0012037265,1.9870328,0.0037291318,1.0799879,happy
155.2287148622166,49.94732584563038,0.0038231863,0.38096494932432434,2960.1727576317,5240.146396396396,0.3542633,-640.44696,196.35484,0.012320376,17.64608,-0.004486186,8.898416,54.94479,61.90378,-0.001249348,8.117032,0.010744514,3.8976176,0.7150891,25.484926,0.01737805,5.3947783,-0.0063034585,3.6087124,12.428629,19.04201,-0.0013242782,3.473674,0.010717181,2.132753,0.54926896,21.418316,0.01723933,4.7270846,-0.0061835283,2.4671936,-2.2470827,12.762309,-0.0014706658,2.4204795,0.0106613645,1.8968488,-6.9627824,18.279099,0.017005447,3.3454902,-0.005988074,2.0967977,-13.335599,16.1847,-0.0016817506,2.0085793,0.010574418,1.4510736,-6.0108533,15.82045,0.016672755,2.3145409,-0.005723778,1.0567834,4.2957454,11.328188,-0.0019477954,2.3546586,0.010452993,1.5122247,-6.038499,12.277414,0.016236538,1.4428502,-0.005399381,1.2155733,3.0192554,9.580169,-0.0022565727,2.083578,0.010292747,1.2196629,-4.2793517,12.013993,0.015692154,1.8466333,-0.0050255773,0.90473014,happy
149.59040481744628,51.03838420918059,0.0038088106,0.39967504040948276,2969.590253908968,5247.373383620689,0.3861646,-633.52423,205.44699,-0.009890117,18.738277,-0.031075798,7.810937,48.358727,60.324482,-0.053316265,9.726367,0.013339289,6.4920273,4.7361603,26.144072,-0.014062464,4.7517905,-0.04268638,3.2647817,16.761303,23.552938,-0.05162222,4.7988853,0.011008065,2.8079324,-0.3807301,22.164423,-0.014042996,4.5045385,-0.03908551,2.6129827,-0.29973498,15.783586,-0.048053592,3.1412835,0.006870566,2.2949145,-5.1073036,18.404003,-0.013337792,3.45938,-0.033566624,2.0946362,-13.958374,17.180109,-0.04244663,2.1674087,0.0019633688,1.5507729,-6.484817,16.799044,-0.011317488,2.8361728,-0.026661575,1.501536,1.5842521,11.933163,-0.03485665,2.619768,-0.0024725953,1.439462,-4.015878,13.259089,-0.007586625,1.8834168,-0.019088816,1.3061484,2.9990413,8.997393,-0.025679523,1.88986,-0.0054798317,1.1144489,-4.950431,12.81366,-0.0022049143,1.5377667,-0.0117656365,0.78721714,happy
263.49821725894753,99.89628359674673,0.0066600908,0.36604110054347827,2859.577838241619,5098.233695652174,0.39192,-582.7749,203.17432,0.06457616,17.828022,0.04620747,7.4818892,43.82965,51.026356,0.038086943,6.627717,0.022969985,4.302629,-5.90902,24.351664,-0.005263269,3.668887,-0.01219282,3.3677344,5.83244,21.001442,0.0010164551,4.947162,-0.004144977,2.6965299,-2.5721593,23.544224,0.0062036724,5.258551,-0.0033604966,2.8724189,-5.890348,16.800213,0.01627792,3.0163124,0.004128074,2.03795,-14.457038,20.39924,0.011112633,3.419636,-0.00065597054,1.7105808,-8.949633,11.948319,-0.036286835,1.8808088,-0.035028357,1.0612812,-13.480059,17.93532,-0.03279221,2.6032443,-0.031472802,1.1483002,1.1825525,9.606392,0.008400453,2.031362,0.0029892041,1.1655353,-8.705707,13.508662,0.01922019,1.9732604,0.007182439,1.3183675,0.751396,9.089129,0.014831486,1.8992311,0.0039594453,1.1181163,-7.2983913,11.741775,0.012656343,1.3784254,0.0039299163,0.60509694,happy
249.90491356792134,91.1503544383397,0.008504227,0.26950126781798245,2390.2408956783866,4628.837719298245,0.42825532,-553.25006,189.78755,0.08788731,17.894276,0.031614393,7.945532,49.201412,48.290764,0.04427744,5.5273976,0.012962929,3.5989034,-12.522791,24.610962,-0.040015403,3.97368,-0.009526343,3.5694935,7.6680703,20.09068,-0.008409874,4.632406,0.010330558,2.5246346,0.15190475,22.00979,0.01648033,4.2453833,0.004592469,2.40915,-7.2336473,18.325623,-0.019660832,3.2290418,-0.014612028,2.060864,-12.016163,15.61608,-0.048669312,2.651405,-0.012227075,1.5892378,-12.268822,17.18463,-0.028106917,2.5322292,-0.005400462,1.2748241,-12.855392,23.039759,0.017243346,3.160954,-0.0016028374,1.5113854,5.9106827,10.5402355,0.022071308,2.4067855,-0.0001732736,1.3173783,-9.922183,15.72386,-0.008576979,2.420187,0.0009601443,1.2284105,0.9189316,9.686546,-0.00815619,1.7859832,0.004693248,1.0767509,-5.554255,12.063742,0.021322062,1.8587123,0.004012149,1.1027386,happy
464.4947432440662,328.40753045995996,0.011082365,0.3068887033770161,2728.316561139914,4902.091733870968,0.41085866,-502.87198,187.01947,-0.0044388743,17.02113,0.0008578222,9.157866,39.956974,50.286068,-0.0057636113,8.844576,0.0017346166,5.3010545,-10.022248,28.733511,-0.005138288,6.1480994,0.0024300336,4.15391,7.75594,17.813734,-0.005480225,3.666128,0.002129365,2.428166,-3.1503916,24.028347,-0.006070128,5.2753143,0.0012937583,2.8150344,-6.6807523,16.357067,-0.005709676,2.9048522,0.001250642,1.9110892,-12.790135,17.03595,-0.0049042394,2.8608248,0.0020063345,1.6914902,-16.671118,19.41442,-0.0049334313,2.9179726,0.0022479917,1.9925361,-11.401149,17.680899,-0.0055251555,2.7166562,0.0015128801,1.1885687,2.827673,11.045979,-0.0053695873,2.3306034,0.0009384862,1.4501841,-12.014611,15.62908,-0.0045048315,2.1167448,0.0013794847,1.4056631,3.0201743,8.822139,-0.0042233584,1.8879622,0.0020117771,1.2738347,-8.969118,13.6968775,-0.0047108144,1.8463167,0.0017013017,1.331713,happy
390.54293455759495,313.8752223383773,0.0102798985,0.3551182900705645,2906.3279368111785,5155.934979838709,0.3718507,-526.15936,202.43748,-0.00034539012,17.988977,0.00018521461,8.627529,42.307938,53.493217,-0.0007060598,8.493203,0.00037973552,5.723748,-9.784757,29.507435,-0.00096208154,5.8414826,0.0005207897,4.0493217,7.184932,19.436808,-0.00083966315,4.4180856,0.0004603665,2.4122307,-5.02921,24.29861,-0.00069884234,5.309308,0.00039225922,2.8102582,-6.2090135,16.814358,-0.000937482,3.1361046,0.0005304805,2.1207185,-12.994065,19.950817,-0.001176825,3.162784,0.0006711007,1.9683791,-15.801012,18.156904,-0.0009819885,2.4598274,0.0005803002,1.7584431,-13.222381,17.53656,-0.0007052606,2.589056,0.0004474983,1.405404,0.78029454,8.994948,-0.0007968402,1.8903248,0.00051488896,1.159312,-9.414267,13.86558,-0.0009387385,1.9062477,0.0006113556,1.5053536,3.0615485,9.5194435,-0.00070058677,1.9198502,0.00050522445,1.6084044,-7.7037067,10.827071,-0.00041819146,1.3999797,0.00037718253,0.8787433,happy
521.5584429156477,384.92086027915457,0.0022497408,0.3194783528645833,2917.564937126576,5177.083333333333,0.3515288,-670.0902,182.56331,0.0015553792,17.325043,0.012668943,6.942261,56.287052,59.32847,0.002117157,6.6174526,0.0060400646,5.331145,0.4587583,26.008404,0.0020002206,5.0608506,0.017680995,3.8384962,18.534496,22.815208,0.0018657923,4.035667,0.0057962337,2.1619084,1.6541458,16.986423,0.0014399489,3.542593,0.017003957,2.4070966,-1.7236626,13.295481,0.0014272213,2.94383,0.005359356,2.0543697,-5.4127035,16.389341,0.0006242434,2.7308288,0.01597023,1.3875906,-12.403194,16.033941,0.00091633,2.3156142,0.004819552,1.7987471,-4.438806,11.852593,-0.00029331248,1.720928,0.014702946,0.9769859,-3.3239374,8.92124,0.0004740715,1.7913955,0.0042882166,0.8915581,-0.17525238,11.154142,-0.0011411905,2.2589474,0.013341355,1.3841735,-0.3994216,9.56849,0.00023743311,1.9896584,0.0038740556,1.4283149,-5.696629,12.708921,-0.0017623742,1.6890025,0.012015041,1.2612381,sad
385.6480176300269,364.7644145612168,0.0020661575,0.3636387416294643,2874.5036368704323,5223.493303571428,0.36530095,-679.122,187.96077,-0.09877896,15.261089,-0.2133352,5.400822,57.976223,59.47982,-0.06353838,7.2843146,-0.23620741,4.7167716,1.4945852,27.962374,-0.09186905,4.5778584,-0.1573263,3.7889185,19.930008,23.435688,0.0035393536,4.131032,-0.059133053,2.1211627,4.179709,19.293375,-0.030713992,3.9294748,-0.02889708,2.3572278,1.1382246,10.361266,0.046780553,2.1967695,0.014332916,1.6674498,-3.106708,16.646029,0.0074827713,2.8659534,0.02898264,1.6638548,-11.625312,14.455405,0.067709416,1.5641694,0.060498733,1.3130766,-5.3458166,13.592677,0.009128983,1.5677457,0.045121573,0.8992942,-1.1428468,8.849186,0.044774823,2.0469615,0.039501615,1.351053,-0.25897112,10.592466,-0.0069764,1.9014179,0.024363061,1.1376841,-1.585145,6.76975,0.036021177,1.2409402,0.031272497,0.8137652,-1.8452579,11.127944,1.31470815e-05,1.5136495,0.024053799,0.83055943,sad
