pitch_mean,pitch_std,rms_mean,zcr_mean,tempo,spectral_centroid_mean,spectral_rolloff_mean,chroma_mean,mfcc_1_mean,mfcc_1_std,delta_mfcc_1_mean,delta_mfcc_1_std,delta2_mfcc_1_mean,delta2_mfcc_1_std,mfcc_2_mean,mfcc_2_std,delta_mfcc_2_mean,delta_mfcc_2_std,delta2_mfcc_2_mean,delta2_mfcc_2_std,mfcc_3_mean,mfcc_3_std,delta_mfcc_3_mean,delta_mfcc_3_std,delta2_mfcc_3_mean,delta2_mfcc_3_std,mfcc_4_mean,mfcc_4_std,delta_mfcc_4_mean,delta_mfcc_4_std,delta2_mfcc_4_mean,delta2_mfcc_4_std,mfcc_5_mean,mfcc_5_std,delta_mfcc_5_mean,delta_mfcc_5_std,delta2_mfcc_5_mean,delta2_mfcc_5_std,mfcc_6_mean,mfcc_6_std,delta_mfcc_6_mean,delta_mfcc_6_std,delta2_mfcc_6_mean,delta2_mfcc_6_std,mfcc_7_mean,mfcc_7_std,delta_mfcc_7_mean,delta_mfcc_7_std,delta2_mfcc_7_mean,delta2_mfcc_7_std,mfcc_8_mean,mfcc_8_std,delta_mfcc_8_mean,delta_mfcc_8_std,delta2_mfcc_8_mean,delta2_mfcc_8_std,mfcc_9_mean,mfcc_9_std,delta_mfcc_9_mean,delta_mfcc_9_std,delta2_mfcc_9_mean,delta2_mfcc_9_std,mfcc_10_mean,mfcc_10_std,delta_mfcc_10_mean,delta_mfcc_10_std,delta2_mfcc_10_mean,delta2_mfcc_10_std,mfcc_11_mean,mfcc_11_std,delta_mfcc_11_mean,delta_mfcc_11_std,delta2_mfcc_11_mean,delta2_mfcc_11_std,mfcc_12_mean,mfcc_12_std,delta_mfcc_12_mean,delta_mfcc_12_std,delta2_mfcc_12_mean,delta2_mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_13_mean,delta_mfcc_13_std,delta2_mfcc_13_mean,delta2_mfcc_13_std,emotion
345.8498022522118,360.38541511293465,0.002122045,0.35636763139204547,141.50943396226418,2847.2685391065183,4806.758996212121,0.35707268,-678.9322,198.25122,-0.33829868,18.745312,0.03774588,7.7438803,58.93557,69.99304,-0.25684774,12.269965,0.12583467,6.228429,10.898059,26.72232,-0.009262923,5.3357263,-0.008148757,2.9115176,9.289326,18.34302,-0.07293143,3.499941,0.052750822,2.2278533,10.638494,17.277184,-0.022882042,3.7571177,0.05954601,1.9339671,0.122434214,11.843044,0.0005224221,2.4706905,0.058727857,1.6439832,-4.162336,21.308159,0.072172284,3.5925694,0.001407421,2.0378623,-7.5181046,11.80477,0.05040788,2.3572364,-0.013832031,1.3861359,-5.3752813,16.520039,0.103511974,2.2536647,0.018334195,1.0867765,2.7835705,11.430786,0.0146712465,2.3357737,0.01860973,1.0355399,3.2895384,8.799411,0.018443527,1.5350292,0.025925046,0.9084762,0.13512045,7.801926,-0.00031108566,1.6239697,-0.009008202,1.237957,-2.353848,12.264668,-0.024973074,2.1338973,-0.03356882,1.2012371,calm
518.7564924645221,412.86964869671056,0.0021521717,0.3511866009424603,89.28571428571429,2900.4681753519067,4952.876984126984,0.3581953,-664.82983,190.1777,0.040642925,16.922626,-0.008927473,8.579383,55.555286,66.254555,-0.0011560945,11.440126,0.03101217,6.2264624,1.43901,29.622274,0.055603813,6.6123796,-0.012808302,3.8510113,15.629318,18.144333,-0.0012679829,3.4910514,0.028432377,2.302523,6.9480476,16.476858,0.049905285,3.6267064,-0.014654117,2.1382942,0.48098496,10.190113,-0.0018814083,2.0693378,0.023153342,1.3575101,-6.5374527,19.733238,0.040957052,3.0264525,-0.016467664,1.7939591,-10.03841,13.08238,-0.003164672,2.2616484,0.016975416,1.5890871,-4.174741,14.914274,0.02965723,1.9756199,-0.018443357,1.2119507,5.022424,11.021791,-0.00518989,2.3789513,0.009678214,1.3351259,1.2880014,10.251557,0.017531568,2.0502899,-0.019425184,1.0682937,-0.2864985,7.368037,-0.007388504,1.6004285,0.0038253493,0.93947977,-4.2677393,11.645422,0.006152529,1.7212058,-0.018733904,1.0391011,calm
198.55301162270428,35.3500084323873,0.004358913,0.4031276877866973,160.7142857142857,2909.6092849886168,5187.213302752293,0.393739,-628.97656,202.7506,0.0037063689,17.21246,0.0033231312,7.3887424,56.131042,61.057808,0.004789752,6.819309,0.023504805,4.1837416,-2.977844,23.983751,0.005138165,4.017314,0.00461957,2.780937,15.077593,25.041471,0.0045720646,4.923996,0.023142677,2.6065085,-0.49784744,18.740213,0.00484533,3.9611735,0.0043934467,2.5600743,-4.053421,13.836413,0.0041757454,2.5962234,0.022450132,1.8427386,-6.4842734,15.70118,0.0044175284,2.887636,0.004054695,1.6186855,-11.231958,15.924946,0.0036688936,2.018137,0.021482365,1.0775417,-4.861785,14.13497,0.003928289,2.2051573,0.0036480627,1.126373,0.487844,10.063067,0.003131905,2.3120084,0.020304553,1.4422598,-7.114036,14.365775,0.0034536521,1.9263492,0.0032156995,1.0337101,2.9353719,8.915246,0.0026389128,1.8333745,0.018977394,1.1017687,-6.3705144,13.647115,0.0030547744,1.6512867,0.0027854021,0.95582247,happy
176.8832955812214,59.402213576099804,0.005069583,0.3484357081422018,117.1875,2773.6949355651627,5027.952981651376,0.3844229,-609.5905,193.97388,-0.0022091058,18.190395,0.0031475,7.985173,54.26391,58.210342,-0.010361748,6.9099803,0.0059476425,3.5428455,-4.157134,27.311201,-0.0030663451,4.762372,0.004429344,3.3611715,17.735247,23.84172,-0.010226669,4.5683174,0.005878053,2.5950449,1.6887887,19.01706,-0.0028951687,3.914043,0.0043661133,2.2429886,-4.8498125,17.68173,-0.009959461,3.2586105,0.0057400665,2.057216,-5.712156,14.79178,-0.0026148797,2.6523552,0.0042622,1.282211,-12.209704,18.981527,-0.009566109,1.9342443,0.00553597,1.3449265,-5.633298,15.267749,-0.0022325623,2.445276,0.0041194605,1.1989293,2.7173185,8.571259,-0.009055354,1.9312757,0.005269006,1.1803457,-7.2914667,15.222636,-0.0017582024,2.1180415,0.003940675,1.0968238,5.5552983,10.486188,-0.008438472,2.0447044,0.004943517,1.3674598,-6.80992,15.165608,-0.0012037221,1.9870327,0.0037291232,1.0799879,happy
155.2287148622166,49.94732584563038,0.0038231863,0.38096494932432434,107.14285714285714,2960.1727576317,5240.146396396396,0.3542633,-640.44696,196.35484,0.012320376,17.64608,-0.004486186,8.898416,54.94479,61.90378,-0.0012492943,8.117032,0.010744488,3.8976176,0.7150889,25.484926,0.01737807,5.3947787,-0.006303494,3.6087124,12.428629,19.042007,-0.0013242782,3.473674,0.010717197,2.132753,0.549269,21.418316,0.017239315,4.7270846,-0.006183511,2.4671936,-2.2470827,12.762309,-0.0014706658,2.4204795,0.0106613645,1.8968488,-6.962782,18.279099,0.017005425,3.3454902,-0.005988061,2.0967977,-13.335599,16.1847,-0.0016817593,2.0085793,0.0105744265,1.4510735,-6.0108533,15.82045,0.016672747,2.3145409,-0.005723778,1.0567834,4.2957454,11.328188,-0.0019478038,2.3546586,0.010452993,1.5122247,-6.038499,12.277414,0.016236555,1.4428502,-0.005399372,1.2155733,3.0192559,9.580169,-0.0022565385,2.083578,0.01029276,1.2196629,-4.279352,12.013993,0.015692154,1.8466333,-0.0050255996,0.90473014,happy
149.59040481744628,51.03838420918059,0.0038088106,0.39967504040948276,96.15384615384617,2969.590253908968,5247.373383620689,0.3861646,-633.52423,205.44699,-0.009890117,18.738277,-0.031075798,7.810937,48.358727,60.324482,-0.053316265,9.726367,0.013339388,6.4920273,4.7361603,26.144072,-0.014062415,4.7517905,-0.042686347,3.264782,16.761303,23.552938,-0.051622227,4.7988853,0.011008062,2.8079324,-0.3807301,22.164421,-0.014043021,4.5045385,-0.039085545,2.6129827,-0.29973483,15.783586,-0.048053578,3.1412835,0.006870566,2.2949145,-5.107304,18.404003,-0.013337817,3.4593804,-0.033566605,2.0946362,-13.958374,17.180109,-0.04244663,2.1674087,0.0019633842,1.5507729,-6.484817,16.799046,-0.011317488,2.8361728,-0.026661582,1.501536,1.5842521,11.933163,-0.034856655,2.6197677,-0.0024725948,1.439462,-4.015878,13.2590885,-0.0075866086,1.8834168,-0.0190888,1.3061484,2.9990413,8.997393,-0.025679555,1.8898599,-0.005479843,1.1144489,-4.950431,12.81366,-0.002204906,1.5377667,-0.011765632,0.7872172,happy
263.49821725894753,99.89628359674673,0.0066600908,0.36604110054347827,125.0,2859.577838241619,5098.233695652174,0.39192,-582.7749,203.17432,0.06457616,17.828022,0.04620747,7.4818892,43.82965,51.026356,0.038086943,6.627717,0.02296992,4.302629,-5.90902,24.351665,-0.005263252,3.6688871,-0.012192837,3.3677344,5.83244,21.001442,0.0010164551,4.947162,-0.004144989,2.69653,-2.572159,23.544224,0.0062037054,5.2585516,-0.00336053,2.872419,-5.890348,16.800213,0.016277887,3.0163124,0.004128057,2.03795,-14.457038,20.39924,0.0111126425,3.419636,-0.0006559664,1.710581,-8.949632,11.94832,-0.036286827,1.8808088,-0.03502835,1.0612812,-13.480059,17.93532,-0.032792214,2.6032443,-0.031472802,1.1483003,1.1825526,9.606392,0.008400445,2.031362,0.0029891916,1.1655353,-8.705707,13.508662,0.019220173,1.9732604,0.0071824724,1.3183675,0.7513958,9.089129,0.014831495,1.8992311,0.0039594495,1.1181163,-7.2983913,11.741775,0.012656346,1.3784254,0.0039299163,0.60509694,happy
249.90491356792134,91.1503544383397,0.008504227,0.26950126781798245,144.23076923076925,2390.2408956783866,4628.837719298245,0.42825532,-553.25006,189.78755,0.08788735,17.894276,0.03161446,7.945532,49.201412,48.290764,0.044277407,5.527397,0.012962931,3.5989032,-12.522791,24.610962,-0.040015437,3.97368,-0.00952634,3.5694935,7.668071,20.09068,-0.008409874,4.632406,0.010330568,2.5246346,0.15190467,22.00979,0.016480347,4.2453833,0.0045925295,2.40915,-7.2336473,18.325623,-0.019660832,3.2290418,-0.01461201,2.0608637,-12.016163,15.61608,-0.048669323,2.651405,-0.012227084,1.5892378,-12.268822,17.18463,-0.028106915,2.5322292,-0.0054004537,1.2748241,-12.855392,23.039759,0.017243346,3.160954,-0.0016028625,1.5113854,5.9106812,10.5402355,0.022071308,2.4067855,-0.00017327299,1.3173783,-9.922183,15.72386,-0.008576987,2.420187,0.0009601448,1.2284104,0.9189316,9.686546,-0.008156203,1.7859832,0.004693249,1.0767509,-5.5542555,12.063742,0.02132207,1.8587124,0.004012134,1.1027387,happy
464.4947432440662,328.40753045995996,0.011082365,0.3068887033770161,114.79591836734693,2728.316561139914,4902.091733870968,0.41085866,-502.87198,187.01947,-0.0044389972,17.02113,0.0008578068,9.157866,39.956978,50.286068,-0.005763596,8.844576,0.0017346166,5.3010545,-10.022248,28.733511,-0.0051382724,6.1480994,0.0024300027,4.15391,7.75594,17.813734,-0.0054802713,3.666128,0.002129365,2.428166,-3.1503916,24.028347,-0.006070146,5.2753143,0.001293766,2.8150344,-6.680752,16.357067,-0.0057096607,2.9048522,0.001250642,1.9110892,-12.790135,17.035948,-0.004904245,2.8608248,0.0020063247,1.6914902,-16.671118,19.41442,-0.004933443,2.9179726,0.002247961,1.992536,-11.401149,17.680899,-0.005525159,2.7166562,0.0015128878,1.1885686,2.8276732,11.045979,-0.0053695836,2.3306034,0.00093850156,1.4501841,-12.014611,15.62908,-0.0045048394,2.116745,0.0013795,1.4056631,3.0201745,8.822139,-0.004223366,1.8879622,0.0020117695,1.2738347,-8.969117,13.696878,-0.0047108377,1.8463168,0.0017012785,1.331713,happy
390.54293455759495,313.8752223383773,0.0102798985,0.3551182900705645,127.8409090909091,2906.3279368111785,5155.934979838709,0.3718507,-526.15936,202.43748,-0.0003454824,17.988977,0.00018527613,8.627529,42.307938,53.493217,-0.0007059983,8.493203,0.00037970475,5.723748,-9.784758,29.507437,-0.00096208154,5.8414826,0.00052082044,4.0493217,7.184932,19.436808,-0.0008396477,4.418085,0.0004603665,2.4122307,-5.02921,24.29861,-0.00069883274,5.3093085,0.00039225153,2.8102582,-6.2090135,16.814358,-0.0009374666,3.1361046,0.00053044973,2.1207185,-12.994065,19.950817,-0.0011768095,3.162784,0.0006711315,1.968379,-15.801011,18.156904,-0.0009819807,2.4598274,0.00058032334,1.7584431,-13.222381,17.536562,-0.000705251,2.5890563,0.00044751368,1.4054041,0.78029454,8.994948,-0.00079683634,1.8903247,0.00051488896,1.159312,-9.414267,13.86558,-0.0009387693,1.9062476,0.00061137095,1.5053536,3.0615485,9.5194435,-0.00070060213,1.9198502,0.00050522445,1.6084044,-7.703707,10.827071,-0.00041817222,1.3999798,0.00037718253,0.87874335,happy
521.5584429156477,384.92086027915457,0.0022497408,0.3194783528645833,137.19512195121953,2917.564937126576,5177.083333333333,0.3515288,-670.0902,182.56331,0.0015553792,17.325043,0.012668943,6.942261,56.287052,59.32847,0.0021172047,6.617453,0.0060400646,5.331145,0.4587583,26.008406,0.0020002683,5.06085,0.017681122,3.8384962,18.534496,22.815208,0.0018657923,4.035667,0.0057962416,2.1619086,1.6541461,16.986423,0.0014399687,3.5425935,0.017003942,2.4070969,-1.7236626,13.295481,0.0014272213,2.94383,0.0053593637,2.0543697,-5.4127035,16.389341,0.0006242275,2.7308288,0.015970262,1.3875906,-12.403194,16.033941,0.00091633794,2.3156142,0.0048196474,1.7987471,-4.438805,11.852593,-0.0002933085,1.7209281,0.014702948,0.9769858,-3.3239374,8.921239,0.00047406356,1.7913954,0.0042882087,0.89155805,-0.17525227,11.154143,-0.0011412065,2.2589474,0.013341343,1.3841735,-0.39942163,9.56849,0.00023744107,1.9896584,0.0038740397,1.4283149,-5.696629,12.7089205,-0.0017623465,1.6890026,0.012015057,1.2612382,sad
385.6480176300269,364.7644145612168,0.0020661575,0.3636387416294643,113.63636363636365,2874.5036368704323,5223.493303571428,0.36530095,-679.122,187.96077,-0.0987791,15.26109,-0.21333528,5.400822,57.976223,59.47982,-0.06353835,7.2843146,-0.23620741,4.7167716,1.494585,27.962372,-0.09186901,4.5778584,-0.15732637,3.7889185,19.930008,23.435688,0.0035393366,4.131032,-0.059133027,2.1211627,4.179709,19.293375,-0.030714022,3.9294748,-0.02889708,2.3572278,1.1382246,10.361266,0.046780553,2.1967695,0.014332925,1.6674498,-3.1067085,16.646029,0.0074827713,2.8659534,0.028982623,1.6638548,-11.625312,14.455404,0.06770941,1.5641692,0.060498726,1.3130765,-5.345817,13.592677,0.009128973,1.5677457,0.04512158,0.8992942,-1.1428467,8.849185,0.044774856,2.0469613,0.0395016,1.351053,-0.25897112,10.592467,-0.0069763833,1.9014179,0.02436308,1.1376841,-1.585145,6.7697496,0.036021173,1.2409402,0.03127248,0.8137652,-1.8452581,11.127944,1.3138567e-05,1.5136495,0.024053821,0.83055943,sad
